|6.6.6
PYR_1.tab                                                                                           
           2
T(K)    
   773.00000000000000     
   27.559055118110237     
         128
P(bar)  
   1.0000000000000000     
   10708.653543307086     
         128
          14
T(K)           P(bar)         rho,kg/m3      alpha,1/K      beta,1/bar     Ks,bar         Gs,bar         v0,km/s        vp,km/s        vs,km/s        s,J/K/kg       h,J/kg         cp,J/K/kg      V,J/bar/mol   
  1406.86       0.112441E+007   5442.91       0.117987E-004  0.165469E-006  0.618512E+007  0.281865E+007   10.6600        13.5161        7.19623        1804.58       0.116491E+008   1163.78        1.83727     
  1434.42       0.112441E+007   5441.23       0.118298E-004  0.165643E-006  0.618122E+007  0.281422E+007   10.6583        13.5115        7.19168        1827.63       0.116819E+008   1166.07        1.83784     
  1461.98       0.112441E+007   5439.56       0.118601E-004  0.165819E-006  0.617731E+007  0.280975E+007   10.6566        13.5068        7.18707        1850.32       0.117148E+008   1168.27        1.83840     
  1489.54       0.112441E+007   5437.89       0.118895E-004  0.165995E-006  0.617339E+007  0.280525E+007   10.6548        13.5022        7.18241        1872.68       0.117477E+008   1170.39        1.83897     
  1517.09       0.112441E+007   5436.23       0.119182E-004  0.166172E-006  0.616945E+007  0.280071E+007   10.6531        13.4974        7.17770        1894.70       0.117809E+008   1172.42        1.83953     
  1544.65       0.112441E+007   5434.57       0.119462E-004  0.166349E-006  0.616550E+007  0.279614E+007   10.6513        13.4926        7.17293        1916.41       0.118141E+008   1174.38        1.84009     
  1572.21       0.112441E+007   5432.92       0.119735E-004  0.166528E-006  0.616154E+007  0.279154E+007   10.6495        13.4878        7.16812        1937.82       0.118474E+008   1176.26        1.84065     
  1599.77       0.112441E+007   5431.28       0.120002E-004  0.166707E-006  0.615756E+007  0.278688E+007   10.6476        13.4829        7.16322        1958.92       0.118809E+008   1178.09        1.84121     
  1627.33       0.112441E+007   5429.64       0.120264E-004  0.166887E-006  0.615357E+007  0.278219E+007   10.6458        13.4779        7.15827        1979.75       0.119145E+008   1179.85        1.84176     
  1654.89       0.112441E+007   5428.01       0.120520E-004  0.167068E-006  0.614956E+007  0.277747E+007   10.6439        13.4729        7.15327        2000.31       0.119483E+008   1181.55        1.84231     
  1682.45       0.112441E+007   5426.38       0.120769E-004  0.167250E-006  0.614551E+007  0.277271E+007   10.6420        13.4678        7.14820        2020.69       0.119823E+008   1183.20        1.84287     
  1710.01       0.112441E+007   5424.78       0.121017E-004  0.167432E-006  0.614149E+007  0.276791E+007   10.6401        13.4627        7.14307        2040.70       0.120162E+008   1184.80        1.84341     
  1737.57       0.112441E+007   5423.18       0.121261E-004  0.167615E-006  0.613744E+007  0.276306E+007   10.6382        13.4574        7.13786        2060.46       0.120503E+008   1186.35        1.84395     
  1765.13       0.112441E+007   5421.60       0.121501E-004  0.167799E-006  0.613339E+007  0.275817E+007   10.6362        13.4522        7.13259        2079.99       0.120845E+008   1187.86        1.84449     
  1792.69       0.112441E+007   5414.99       0.121709E-004  0.167991E-006  0.612928E+007  0.274413E+007   10.6391        13.4447        7.11875        2104.90       0.121288E+008   1189.49        1.84674     
  1820.24       0.112441E+007   5412.58       0.121937E-004  0.168173E-006  0.612533E+007  0.273881E+007   10.6381        13.4401        7.11342        2123.57       0.121626E+008   1190.93        1.84756     
  1847.80       0.112441E+007   5409.95       0.122159E-004  0.168356E-006  0.612137E+007  0.273315E+007   10.6372        13.4355        7.10781        2142.19       0.121967E+008   1192.33        1.84847     
  1875.36       0.112441E+007   5407.16       0.122378E-004  0.168538E-006  0.611742E+007  0.272730E+007   10.6365        13.4308        7.10202        2160.58       0.122309E+008   1193.71        1.84942     
  1902.92       0.112441E+007   5404.26       0.122597E-004  0.168721E-006  0.611350E+007  0.272133E+007   10.6360        13.4263        7.09615        2178.68       0.122651E+008   1195.05        1.85041     
  1930.48       0.112441E+007   5400.94       0.122809E-004  0.168904E-006  0.610958E+007  0.271477E+007   10.6358        13.4216        7.08977        2196.88       0.123000E+008   1196.38        1.85155     
  1958.04       0.112441E+007   5397.24       0.123019E-004  0.169087E-006  0.610568E+007  0.270768E+007   10.6361        13.4170        7.08293        2215.10       0.123354E+008   1197.68        1.85282     
  1985.60       0.112441E+007   5393.06       0.123225E-004  0.169271E-006  0.610179E+007  0.269986E+007   10.6368        13.4123        7.07542        2233.40       0.123715E+008   1198.97        1.85425     
  2013.16       0.112441E+007   5388.19       0.123428E-004  0.169454E-006  0.609795E+007  0.269115E+007   10.6383        13.4077        7.06720        2251.94       0.124086E+008   1200.25        1.85593     
  2040.72       0.112441E+007   5382.49       0.123627E-004  0.169638E-006  0.609415E+007  0.268122E+007   10.6406        13.4030        7.05789        2270.82       0.124469E+008   1201.53        1.85790     
  2068.28       0.112441E+007   5375.69       0.123824E-004  0.169821E-006  0.609042E+007  0.266973E+007   10.6440        13.3982        7.04720        2290.22       0.124867E+008   1202.82        1.86024     
  2095.83       0.112441E+007   5367.45       0.124017E-004  0.170003E-006  0.608680E+007  0.265622E+007   10.6490        13.3935        7.03474        2310.41       0.125288E+008   1204.12        1.86310     
  2123.39       0.112441E+007   5357.37       0.124207E-004  0.170183E-006  0.608331E+007  0.264015E+007   10.6560        13.3887        7.02002        2331.65       0.125736E+008   1205.44        1.86661     
  2150.95       0.112441E+007   5344.96       0.124392E-004  0.170360E-006  0.608004E+007  0.262098E+007   10.6655        13.3841        7.00261        2354.30       0.126220E+008   1206.81        1.87094     
  2178.51       0.112441E+007   5329.97       0.124573E-004  0.170532E-006  0.607705E+007  0.259847E+007   10.6779        13.3798        6.98227        2378.57       0.126745E+008   1208.22        1.87620     
  2206.07       0.112441E+007   5312.09       0.124747E-004  0.170696E-006  0.607444E+007  0.257260E+007   10.6935        13.3762        6.95910        2404.66       0.127317E+008   1209.69        1.88252     
  2233.63       0.112441E+007   5305.64       0.124910E-004  0.170872E-006  0.607104E+007  0.256226E+007   10.6970        13.3722        6.94932        2423.00       0.127724E+008   1210.82        1.88480     
  2261.19       0.112441E+007   5303.83       0.125070E-004  0.171055E-006  0.606726E+007  0.255803E+007   10.6955        13.3679        6.94478        2438.06       0.128063E+008   1211.80        1.88545     
  2288.75       0.112441E+007   5302.00       0.125229E-004  0.171238E-006  0.606348E+007  0.255380E+007   10.6940        13.3635        6.94022        2452.95       0.128401E+008   1212.77        1.88610     
  2316.31       0.112441E+007   5300.18       0.125387E-004  0.171421E-006  0.605970E+007  0.254957E+007   10.6925        13.3592        6.93567        2467.67       0.128740E+008   1213.73        1.88675     
  2343.87       0.112441E+007   5298.36       0.125544E-004  0.171605E-006  0.605592E+007  0.254533E+007   10.6910        13.3548        6.93109        2482.22       0.129079E+008   1214.68        1.88740     
  2371.43       0.112441E+007   5296.53       0.125700E-004  0.171790E-006  0.605214E+007  0.254109E+007   10.6895        13.3505        6.92651        2496.61       0.129418E+008   1215.61        1.88805     
  2398.98       0.112441E+007   5294.71       0.125855E-004  0.171974E-006  0.604836E+007  0.253684E+007   10.6880        13.3461        6.92191        2510.84       0.129758E+008   1216.53        1.88870     
  2426.54       0.112441E+007   5292.88       0.126010E-004  0.172159E-006  0.604457E+007  0.253259E+007   10.6865        13.3417        6.91730        2524.91       0.130097E+008   1217.44        1.88935     
  2454.10       0.112441E+007   5291.05       0.126164E-004  0.172345E-006  0.604079E+007  0.252836E+007   10.6850        13.3373        6.91271        2538.82       0.130437E+008   1218.35        1.89000     
  2481.66       0.112441E+007   5289.21       0.126317E-004  0.172531E-006  0.603700E+007  0.252409E+007   10.6835        13.3329        6.90807        2552.59       0.130777E+008   1219.24        1.89066     
  2509.22       0.112441E+007   5287.38       0.126470E-004  0.172717E-006  0.603322E+007  0.251983E+007   10.6820        13.3285        6.90344        2566.21       0.131116E+008   1220.12        1.89131     
  2536.78       0.112441E+007   5285.54       0.126622E-004  0.172904E-006  0.602944E+007  0.251556E+007   10.6805        13.3241        6.89879        2579.69       0.131457E+008   1221.00        1.89197     
  2564.34       0.112441E+007   5283.71       0.126774E-004  0.173091E-006  0.602566E+007  0.251129E+007   10.6791        13.3197        6.89413        2593.02       0.131797E+008   1221.87        1.89263     
  2591.90       0.112441E+007   5281.87       0.126925E-004  0.173279E-006  0.602187E+007  0.250703E+007   10.6776        13.3153        6.88947        2606.22       0.132137E+008   1222.73        1.89329     
  2619.46       0.112441E+007   5280.03       0.127076E-004  0.173467E-006  0.601809E+007  0.250276E+007   10.6761        13.3109        6.88480        2619.28       0.132477E+008   1223.58        1.89395     
  2647.02       0.112441E+007   5278.18       0.127227E-004  0.173655E-006  0.601430E+007  0.249848E+007   10.6746        13.3064        6.88011        2632.21       0.132818E+008   1224.42        1.89461     
  2674.57       0.112441E+007   5276.34       0.127377E-004  0.173844E-006  0.601052E+007  0.249419E+007   10.6731        13.3020        6.87541        2645.02       0.133158E+008   1225.26        1.89527     
  2702.13       0.112441E+007   5274.49       0.127527E-004  0.174033E-006  0.600673E+007  0.248991E+007   10.6716        13.2976        6.87071        2657.69       0.133499E+008   1226.09        1.89594     
  2729.69       0.112441E+007   5272.65       0.127677E-004  0.174223E-006  0.600295E+007  0.248563E+007   10.6701        13.2931        6.86601        2670.24       0.133840E+008   1226.92        1.89660     
  2757.25       0.112441E+007   5270.80       0.127826E-004  0.174413E-006  0.599916E+007  0.248133E+007   10.6686        13.2887        6.86127        2682.67       0.134181E+008   1227.74        1.89727     
  2784.81       0.112441E+007   5268.94       0.127975E-004  0.174604E-006  0.599538E+007  0.247704E+007   10.6671        13.2842        6.85654        2694.99       0.134522E+008   1228.56        1.89793     
  2812.37       0.112441E+007   5267.09       0.128124E-004  0.174795E-006  0.599159E+007  0.247274E+007   10.6656        13.2797        6.85179        2707.18       0.134864E+008   1229.36        1.89860     
  2839.93       0.112441E+007   5265.24       0.128273E-004  0.174987E-006  0.598781E+007  0.246844E+007   10.6641        13.2753        6.84703        2719.26       0.135205E+008   1230.17        1.89927     
  2867.49       0.112441E+007   5263.38       0.128421E-004  0.175179E-006  0.598402E+007  0.246414E+007   10.6626        13.2708        6.84227        2731.23       0.135547E+008   1230.97        1.89994     
  2895.05       0.112441E+007   5261.52       0.128570E-004  0.175371E-006  0.598024E+007  0.245983E+007   10.6611        13.2663        6.83750        2743.09       0.135888E+008   1231.77        1.90061     
  2922.61       0.112441E+007   5259.66       0.128718E-004  0.175564E-006  0.597645E+007  0.245552E+007   10.6596        13.2618        6.83270        2754.85       0.136230E+008   1232.56        1.90128     
  2950.17       0.112441E+007   5257.80       0.128867E-004  0.175757E-006  0.597267E+007  0.245121E+007   10.6582        13.2573        6.82791        2766.49       0.136572E+008   1233.35        1.90195     
  2977.72       0.112441E+007   5255.94       0.129015E-004  0.175951E-006  0.596888E+007  0.244689E+007   10.6567        13.2528        6.82311        2778.04       0.136914E+008   1234.13        1.90263     
  3005.28       0.112441E+007   5254.07       0.129163E-004  0.176145E-006  0.596509E+007  0.244257E+007   10.6552        13.2483        6.81829        2789.48       0.137257E+008   1234.91        1.90330     
  3032.84       0.112441E+007   5252.21       0.129311E-004  0.176340E-006  0.596131E+007  0.243825E+007   10.6537        13.2438        6.81347        2800.82       0.137599E+008   1235.69        1.90398     
  3060.40       0.112441E+007   5250.34       0.129459E-004  0.176535E-006  0.595752E+007  0.243393E+007   10.6522        13.2393        6.80863        2812.07       0.137942E+008   1236.47        1.90466     
  3087.96       0.112441E+007   5248.47       0.129608E-004  0.176731E-006  0.595373E+007  0.242960E+007   10.6507        13.2348        6.80379        2823.22       0.138284E+008   1237.24        1.90534     
  3115.52       0.112441E+007   5246.60       0.129756E-004  0.176927E-006  0.594994E+007  0.242527E+007   10.6492        13.2303        6.79893        2834.27       0.138627E+008   1238.01        1.90602     
  3143.08       0.112441E+007   5244.73       0.129904E-004  0.177124E-006  0.594615E+007  0.242093E+007   10.6477        13.2257        6.79407        2845.23       0.138970E+008   1238.77        1.90670     
  3170.64       0.112441E+007   5242.85       0.130052E-004  0.177321E-006  0.594237E+007  0.241659E+007   10.6462        13.2212        6.78919        2856.11       0.139314E+008   1239.54        1.90738     
  3198.20       0.112441E+007   5240.98       0.130200E-004  0.177518E-006  0.593858E+007  0.241225E+007   10.6447        13.2166        6.78430        2866.89       0.139657E+008   1240.30        1.90806     
  3225.76       0.112441E+007   5239.10       0.130348E-004  0.177717E-006  0.593479E+007  0.240790E+007   10.6433        13.2121        6.77940        2877.59       0.140000E+008   1241.06        1.90874     
  3253.31       0.112441E+007   5237.22       0.130497E-004  0.177915E-006  0.593100E+007  0.240356E+007   10.6418        13.2075        6.77450        2888.19       0.140344E+008   1241.81        1.90943     
  3280.87       0.112441E+007   5235.34       0.130645E-004  0.178114E-006  0.592721E+007  0.239921E+007   10.6403        13.2030        6.76957        2898.72       0.140688E+008   1242.57        1.91012     
  3308.43       0.112441E+007   5233.46       0.130794E-004  0.178314E-006  0.592342E+007  0.239485E+007   10.6388        13.1984        6.76464        2909.16       0.141032E+008   1243.32        1.91080     
  3335.99       0.112441E+007   5231.57       0.130942E-004  0.178514E-006  0.591963E+007  0.239050E+007   10.6373        13.1938        6.75971        2919.52       0.141376E+008   1244.07        1.91149     
  3363.55       0.112441E+007   5229.69       0.131091E-004  0.178714E-006  0.591583E+007  0.238614E+007   10.6358        13.1892        6.75476        2929.80       0.141721E+008   1244.82        1.91218     
  3391.11       0.112441E+007   5227.80       0.131239E-004  0.178915E-006  0.591204E+007  0.238177E+007   10.6343        13.1846        6.74980        2940.00       0.142065E+008   1245.57        1.91287     
  3418.67       0.112441E+007   5225.91       0.131388E-004  0.179117E-006  0.590825E+007  0.237741E+007   10.6328        13.1801        6.74483        2950.13       0.142410E+008   1246.32        1.91356     
  3446.23       0.112441E+007   5224.02       0.131537E-004  0.179319E-006  0.590446E+007  0.237303E+007   10.6313        13.1754        6.73984        2960.17       0.142755E+008   1247.06        1.91425     
  3473.79       0.112441E+007   5222.13       0.131686E-004  0.179521E-006  0.590066E+007  0.236866E+007   10.6298        13.1708        6.73485        2970.15       0.143100E+008   1247.81        1.91495     
  3501.35       0.112441E+007   5220.23       0.131836E-004  0.179724E-006  0.589687E+007  0.236429E+007   10.6283        13.1662        6.72986        2980.04       0.143445E+008   1248.55        1.91564     
  3528.91       0.112441E+007   5218.34       0.131985E-004  0.179928E-006  0.589307E+007  0.235990E+007   10.6269        13.1616        6.72482        2989.87       0.143790E+008   1249.29        1.91634     
  3556.46       0.112441E+007   5216.44       0.132135E-004  0.180132E-006  0.588928E+007  0.235553E+007   10.6254        13.1570        6.71981        2999.62       0.144136E+008   1250.04        1.91703     
  3584.02       0.112441E+007   5214.54       0.132284E-004  0.180336E-006  0.588548E+007  0.235115E+007   10.6239        13.1523        6.71478        3009.31       0.144482E+008   1250.77        1.91773     
  3611.58       0.112441E+007   5212.64       0.132434E-004  0.180541E-006  0.588168E+007  0.234676E+007   10.6224        13.1477        6.70973        3018.92       0.144828E+008   1251.52        1.91843     
  3639.14       0.112441E+007   5210.74       0.132584E-004  0.180747E-006  0.587788E+007  0.234237E+007   10.6209        13.1431        6.70468        3028.47       0.145174E+008   1252.26        1.91913     
  3666.70       0.112441E+007   5208.84       0.132735E-004  0.180953E-006  0.587408E+007  0.233798E+007   10.6194        13.1384        6.69961        3037.95       0.145520E+008   1252.99        1.91983     
  3694.26       0.112441E+007   5206.93       0.132885E-004  0.181160E-006  0.587029E+007  0.233357E+007   10.6179        13.1337        6.69452        3047.36       0.145866E+008   1253.73        1.92054     
  3721.82       0.112441E+007   5205.03       0.133036E-004  0.181367E-006  0.586648E+007  0.232918E+007   10.6164        13.1291        6.68945        3056.71       0.146213E+008   1254.47        1.92124     
  3749.38       0.112441E+007   5203.12       0.133187E-004  0.181575E-006  0.586268E+007  0.232478E+007   10.6149        13.1244        6.68434        3065.99       0.146560E+008   1255.21        1.92194     
  3776.94       0.112441E+007   5201.21       0.133338E-004  0.181783E-006  0.585888E+007  0.232036E+007   10.6134        13.1197        6.67922        3075.22       0.146907E+008   1255.95        1.92265     
  3804.50       0.112441E+007   5199.30       0.133489E-004  0.181992E-006  0.585508E+007  0.231596E+007   10.6119        13.1150        6.67410        3084.38       0.147254E+008   1256.68        1.92336     
  3832.06       0.112441E+007   5197.39       0.133640E-004  0.182201E-006  0.585128E+007  0.231154E+007   10.6104        13.1103        6.66896        3093.47       0.147601E+008   1257.42        1.92406     
  3859.61       0.112441E+007   5195.47       0.133792E-004  0.182411E-006  0.584747E+007  0.230712E+007   10.6089        13.1056        6.66382        3102.51       0.147949E+008   1258.16        1.92477     
  3887.17       0.112441E+007   5193.56       0.133944E-004  0.182621E-006  0.584367E+007  0.230270E+007   10.6074        13.1009        6.65865        3111.49       0.148297E+008   1258.89        1.92548     
  3914.73       0.112441E+007   5191.64       0.134096E-004  0.182832E-006  0.583986E+007  0.229828E+007   10.6059        13.0962        6.65349        3120.41       0.148645E+008   1259.63        1.92619     
  3942.29       0.112441E+007   5189.72       0.134248E-004  0.183044E-006  0.583606E+007  0.229385E+007   10.6044        13.0915        6.64830        3129.27       0.148993E+008   1260.37        1.92691     
  3969.85       0.112441E+007   5187.80       0.134401E-004  0.183256E-006  0.583225E+007  0.228943E+007   10.6029        13.0868        6.64311        3138.07       0.149341E+008   1261.10        1.92762     
  3997.41       0.112441E+007   5185.88       0.134554E-004  0.183468E-006  0.582844E+007  0.228499E+007   10.6015        13.0820        6.63791        3146.82       0.149690E+008   1261.84        1.92833     
  4024.97       0.112441E+007   5183.95       0.134707E-004  0.183682E-006  0.582463E+007  0.228056E+007   10.6000        13.0773        6.63269        3155.51       0.150038E+008   1262.58        1.92905     
  4052.53       0.112441E+007   5182.03       0.134861E-004  0.183895E-006  0.582083E+007  0.227611E+007   10.5985        13.0725        6.62746        3164.15       0.150387E+008   1263.32        1.92977     
  4080.09       0.112441E+007   5180.10       0.135014E-004  0.184110E-006  0.581702E+007  0.227168E+007   10.5970        13.0678        6.62223        3172.74       0.150736E+008   1264.05        1.93048     
  4107.65       0.112441E+007   5178.17       0.135168E-004  0.184325E-006  0.581320E+007  0.226723E+007   10.5955        13.0630        6.61697        3181.27       0.151085E+008   1264.79        1.93120     
  4135.20       0.112441E+007   5176.24       0.135322E-004  0.184540E-006  0.580939E+007  0.226278E+007   10.5940        13.0583        6.61171        3189.75       0.151435E+008   1265.53        1.93192     
  4162.76       0.112441E+007   5174.31       0.135477E-004  0.184756E-006  0.580558E+007  0.225832E+007   10.5925        13.0535        6.60643        3198.18       0.151785E+008   1266.27        1.93265     
  4190.32       0.112441E+007   5172.37       0.135632E-004  0.184973E-006  0.580177E+007  0.225386E+007   10.5910        13.0487        6.60114        3206.55       0.152134E+008   1267.01        1.93337     
  4217.88       0.112441E+007   5170.44       0.135787E-004  0.185190E-006  0.579795E+007  0.224941E+007   10.5895        13.0439        6.59584        3214.88       0.152485E+008   1267.75        1.93409     
  4245.44       0.112441E+007   5168.50       0.135942E-004  0.185407E-006  0.579414E+007  0.224494E+007   10.5880        13.0391        6.59053        3223.16       0.152835E+008   1268.49        1.93482     
  4273.00       0.112441E+007   5166.56       0.136098E-004  0.185626E-006  0.579032E+007  0.224048E+007   10.5865        13.0343        6.58521        3231.38       0.153185E+008   1269.23        1.93554     
  773.000       0.113512E+007   5491.73       0.104448E-004  0.160774E-006  0.630357E+007  0.293463E+007   10.7137        13.6394        7.31008        1119.20       0.111172E+008   1051.13        1.82094     
  800.559       0.113512E+007   5489.97       0.105477E-004  0.160929E-006  0.630017E+007  0.292888E+007   10.7125        13.6342        7.30409        1157.44       0.111473E+008   1060.82        1.82152     
  828.118       0.113512E+007   5488.20       0.106427E-004  0.161084E-006  0.629676E+007  0.292311E+007   10.7113        13.6290        7.29806        1194.80       0.111777E+008   1069.71        1.82211     
  855.677       0.113512E+007   5486.41       0.107308E-004  0.161240E-006  0.629331E+007  0.291731E+007   10.7102        13.6237        7.29201        1231.34       0.112085E+008   1077.89        1.82270     
  883.236       0.113512E+007   5484.60       0.108126E-004  0.161397E-006  0.628985E+007  0.291148E+007   10.7090        13.6184        7.28593        1267.10       0.112396E+008   1085.43        1.82331     
  910.795       0.113512E+007   5482.78       0.108888E-004  0.161554E-006  0.628637E+007  0.290563E+007   10.7078        13.6131        7.27981        1302.12       0.112710E+008   1092.40        1.82391     
  938.354       0.113512E+007   5480.94       0.109599E-004  0.161711E-006  0.628288E+007  0.289977E+007   10.7066        13.6078        7.27369        1336.45       0.113027E+008   1098.86        1.82452     
  965.913       0.113512E+007   5479.31       0.110265E-004  0.161871E-006  0.627927E+007  0.289606E+007   10.7051        13.6041        7.27011        1369.03       0.113337E+008   1104.83        1.82507     
  993.472       0.113512E+007   5477.67       0.110890E-004  0.162032E-006  0.627564E+007  0.289232E+007   10.7036        13.6004        7.26650        1400.92       0.113650E+008   1110.39        1.82561     
  1021.03       0.113512E+007   5476.03       0.111480E-004  0.162194E-006  0.627199E+007  0.288854E+007   10.7021        13.5966        7.26284        1432.16       0.113964E+008   1115.58        1.82616     
  1048.59       0.113512E+007   5474.38       0.112036E-004  0.162357E-006  0.626832E+007  0.288474E+007   10.7006        13.5928        7.25915        1462.75       0.114281E+008   1120.43        1.82671     
  1076.15       0.113512E+007   5472.71       0.112563E-004  0.162520E-006  0.626463E+007  0.288072E+007   10.6991        13.5888        7.25520        1492.03       0.114592E+008   1124.98        1.82727     
  1103.71       0.113512E+007   5471.04       0.113062E-004  0.162684E-006  0.626092E+007  0.287667E+007   10.6975        13.5847        7.25121        1520.69       0.114904E+008   1129.25        1.82782     
  1131.27       0.113512E+007   5469.36       0.113537E-004  0.162849E-006  0.625720E+007  0.287260E+007   10.6960        13.5806        7.24718        1548.78       0.115218E+008   1133.27        1.82838     
  1158.83       0.113512E+007   5467.68       0.113990E-004  0.163014E-006  0.625346E+007  0.286847E+007   10.6944        13.5765        7.24309        1576.30       0.115533E+008   1137.05        1.82895     
  1186.39       0.113512E+007   5466.00       0.114422E-004  0.163180E-006  0.624970E+007  0.286432E+007   10.6929        13.5723        7.23896        1603.29       0.115850E+008   1140.63        1.82951     
  1213.94       0.113512E+007   5464.32       0.114835E-004  0.163347E-006  0.624593E+007  0.286015E+007   10.6913        13.5681        7.23480        1629.77       0.116168E+008   1144.01        1.83007     
  1241.50       0.113512E+007   5462.64       0.115232E-004  0.163515E-006  0.624214E+007  0.285593E+007   10.6897        13.5638        7.23057        1655.75       0.116487E+008   1147.22        1.83064     
  1269.06       0.113512E+007   5460.96       0.115612E-004  0.163683E-006  0.623834E+007  0.285169E+007   10.6881        13.5596        7.22632        1681.26       0.116807E+008   1150.26        1.83120     
  1296.62       0.113512E+007   5459.27       0.115978E-004  0.163852E-006  0.623452E+007  0.284742E+007   10.6865        13.5552        7.22201        1706.32       0.117128E+008   1153.15        1.83176     
  1324.18       0.113512E+007   5457.59       0.116331E-004  0.164021E-006  0.623069E+007  0.284311E+007   10.6848        13.5508        7.21765        1730.94       0.117451E+008   1155.90        1.83233     
  1351.74       0.113512E+007   5455.92       0.116671E-004  0.164192E-006  0.622684E+007  0.283876E+007   10.6832        13.5464        7.21325        1755.15       0.117775E+008   1158.52        1.83289     
  1379.30       0.113512E+007   5454.24       0.117000E-004  0.164362E-006  0.622298E+007  0.283440E+007   10.6815        13.5419        7.20880        1778.96       0.118100E+008   1161.03        1.83345     
  1406.86       0.113512E+007   5452.57       0.117319E-004  0.164534E-006  0.621911E+007  0.282999E+007   10.6798        13.5374        7.20431        1802.38       0.118426E+008   1163.43        1.83402     
  1434.42       0.113512E+007   5450.90       0.117628E-004  0.164707E-006  0.621522E+007  0.282556E+007   10.6781        13.5328        7.19977        1825.44       0.118754E+008   1165.72        1.83458     
  1461.98       0.113512E+007   5449.24       0.117929E-004  0.164880E-006  0.621132E+007  0.282109E+007   10.6764        13.5282        7.19516        1848.14       0.119082E+008   1167.93        1.83514     
  1489.54       0.113512E+007   5447.58       0.118221E-004  0.165053E-006  0.620741E+007  0.281659E+007   10.6746        13.5235        7.19051        1870.50       0.119412E+008   1170.04        1.83570     
  1517.09       0.113512E+007   5445.92       0.118505E-004  0.165228E-006  0.620348E+007  0.281204E+007   10.6729        13.5188        7.18580        1892.53       0.119744E+008   1172.07        1.83625     
  1544.65       0.113512E+007   5444.28       0.118783E-004  0.165403E-006  0.619953E+007  0.280747E+007   10.6711        13.5140        7.18105        1914.25       0.120076E+008   1174.03        1.83681     
  1572.21       0.113512E+007   5442.64       0.119054E-004  0.165579E-006  0.619558E+007  0.280286E+007   10.6693        13.5092        7.17622        1935.66       0.120410E+008   1175.92        1.83736     
  1599.77       0.113512E+007   5441.01       0.119319E-004  0.165756E-006  0.619161E+007  0.279822E+007   10.6675        13.5043        7.17135        1956.78       0.120745E+008   1177.74        1.83791     
  1627.33       0.113512E+007   5439.39       0.119578E-004  0.165934E-006  0.618762E+007  0.279353E+007   10.6656        13.4994        7.16642        1977.61       0.121081E+008   1179.50        1.83846     
  1654.89       0.113512E+007   5437.77       0.119833E-004  0.166112E-006  0.618362E+007  0.278880E+007   10.6638        13.4943        7.16141        1998.18       0.121418E+008   1181.21        1.83901     
  1682.45       0.113512E+007   5436.15       0.120080E-004  0.166292E-006  0.617958E+007  0.278405E+007   10.6619        13.4893        7.15636        2018.58       0.121759E+008   1182.86        1.83955     
  1710.01       0.113512E+007   5434.56       0.120325E-004  0.166472E-006  0.617556E+007  0.277922E+007   10.6600        13.4841        7.15121        2038.60       0.122098E+008   1184.46        1.84009     
  1737.57       0.113512E+007   5432.98       0.120567E-004  0.166653E-006  0.617153E+007  0.277435E+007   10.6580        13.4789        7.14598        2058.37       0.122439E+008   1186.01        1.84063     
  1765.13       0.113512E+007   5431.41       0.120805E-004  0.166835E-006  0.616748E+007  0.276947E+007   10.6561        13.4736        7.14073        2077.91       0.122782E+008   1187.52        1.84116     
  1792.69       0.113512E+007   5429.85       0.121039E-004  0.167017E-006  0.616341E+007  0.276453E+007   10.6541        13.4683        7.13538        2097.24       0.123125E+008   1188.99        1.84169     
  1820.24       0.113512E+007   5424.62       0.121245E-004  0.167203E-006  0.615940E+007  0.275278E+007   10.6558        13.4613        7.12362        2120.51       0.123546E+008   1190.53        1.84346     
  1847.80       0.113512E+007   5422.40       0.121467E-004  0.167383E-006  0.615546E+007  0.274767E+007   10.6545        13.4567        7.11847        2138.81       0.123882E+008   1191.92        1.84422     
  1875.36       0.113512E+007   5419.99       0.121684E-004  0.167563E-006  0.615150E+007  0.274232E+007   10.6535        13.4521        7.11312        2157.00       0.124220E+008   1193.28        1.84504     
  1902.92       0.113512E+007   5417.44       0.121898E-004  0.167744E-006  0.614757E+007  0.273681E+007   10.6526        13.4475        7.10763        2175.00       0.124560E+008   1194.62        1.84591     
  1930.48       0.113512E+007   5414.80       0.122111E-004  0.167924E-006  0.614366E+007  0.273120E+007   10.6518        13.4430        7.10208        2192.71       0.124900E+008   1195.92        1.84681     
  1958.04       0.113512E+007   5411.83       0.122318E-004  0.168104E-006  0.613975E+007  0.272512E+007   10.6513        13.4384        7.09612        2210.45       0.125245E+008   1197.21        1.84782     
  1985.60       0.113512E+007   5408.55       0.122522E-004  0.168285E-006  0.613587E+007  0.271861E+007   10.6512        13.4338        7.08978        2228.16       0.125594E+008   1198.47        1.84894     
  2013.16       0.113512E+007   5404.87       0.122723E-004  0.168466E-006  0.613202E+007  0.271154E+007   10.6515        13.4293        7.08297        2245.90       0.125949E+008   1199.72        1.85020     
  2040.72       0.113512E+007   5400.67       0.122921E-004  0.168646E-006  0.612821E+007  0.270374E+007   10.6523        13.4247        7.07553        2263.76       0.126311E+008   1200.96        1.85164     
  2068.28       0.113512E+007   5395.81       0.123115E-004  0.168826E-006  0.612445E+007  0.269500E+007   10.6538        13.4201        7.06726        2281.83       0.126682E+008   1202.19        1.85331     
